,Article,Keywords,Location,Latitude,Longitude,Timestamp,Date mm-dd-yyyy,Crime
10,"Eight persons including a woman were arrested for allegedly being involved in multiple crimes
, including bank robbery, police said here on Wednesday.Besides ₹ 28 lakh cash,
 four pistols, five rifles, 20 live cartridges, a car and two motorcycles were seized from them,
 the police said.The accused were allegedly involved in multiple snatching cases in
 Tarn Taran district and five bank robbery incidents in Tarn Taran and Amritsar districts
.The accused were identified as Kajal, Rakesh Kumar, Vijay Singh, Sandeep Singh, Manjit Singh, 
Kulwinder Singh, Gurpreet Singh and Kishanpreet Singh.","['motorcycles', 'kulwinder singh', 'cases', 
'rakesh kumar', 'vijay singh', 'kishanpreet singh',
 'sandeep singh',
 '₹', 'wednesday', 'tarn taran district', 'amritsar districts',
 'lakh cash', 'car', 'woman',
 'tarn taran', 'bank robbery incidents', 'gurpreet singh', 
'bank robbery', 'kajal', 'persons',
 'police', 'multiple crimes', 'live cartridges',
 'rifles', 'manjit singh', 'pistols']",amritsar,31.64024797,74.84230804,01:44:00,02-24-2022,roberry
11,"A 39-year-old gangster was shot dead Punjab's Bathinda on Wednesday allegedly by his former private gunman, police said.
The gangster, Kulbir Singh Naruana, was facing more than 15 cases and was currently out on bail. The accused has been 
identified as Mandeep Singh, alias Manna, they said.
Singh had gone to meet Naruana at his home in Naruana village to sort out some differences between the two. They had tea together, the police said.
After some time, the accused called Naruana to his SUV and allegedly fired five shots at him, killing him on the spot, they said.
Singh also ran over an aide of Naruana, who was nearby, with his SUV while trying to flee. However, the accused was arrested by the police not 
far from the crime spot, they added.Another aide of Naruana sustained gunshot injuries in the incident and has been hospitalised, the police said.
Singh also sustained gunshot injuries and is admitted to at a hospital, they said.
""We have arrested the accused,"" district police chief Bhupinder Singh Virk said, adding that the weapon used in 
the commission of the crime has been recovered.
A case has been registered in the matter, he said.
Mr Virk said the reason behind the killing is being ascertained.","['dead ', 'old gangster', 'killing', 'cases', 'time', 
'mr virk', 'wednesday', 'gunshot injuries', 'gangster', 'aide',
 'spot', 'kulbir singh naruana', 'case', 'bathinda', 'hospital',
 'former private gunman', 'crime spot', 'naruana village', 
'differences', 'police', 'mandeep singh', 'commission',
 'year', 'tea', 'shots', 'weapon', 'home', 'reason',
 'district police chief bhupinder singh virk', 'matter',
 'bail', 'naruana', 'suv', 'incident', 'crime', 'alias manna', 'singh']",bathinda,30.20904824,74.92229148,17:26:00,07-07-2021,shot dead
12,"A day after an elderly man and his wife were found dead at home, police on 
Thursday claimed to have solved the murder case with the arrest of the couple's son.
Bhupinder Singh (65) and his wife Shushpinder Kaur (62) were
 found murdered on Wednesday at their home in Guru Teg Bahadur Nagar.
Addressing the media here, Ludhiana Police Commissioner Kaustubh Sharma 
said that Harmeet Singh, the couple's son, 
had planned the killing of his parents as he was not satisfied with the monthly pocket money of ₹ 18,500.
Police said Harmeet has confessed to the crime.
Harmeet and his accomplice Balwinder alias Raju have been arrested while two other associates,
 Vikas Gill and Sunil Masih, are still at large, said police.
The police commissioner said Bhupinder Singh, after retiring as an audit
 officer from the Indian Air Force, used to run a 
school and also used to build 50 square yard houses and sell them to people belonging
 to economically weaker section of the society.
According to police, Harmeet engaged three unemployed youths, Balwinder, Vikas and Sunil,
 who used to work with him some time ago, 
and hatched a conspiracy to eliminate his parents. The deal was struck at ₹ 2.50 lakh.
Harmeet allowed his three accomplices to enter the house on Tuesday night and made them hide on the terrace. 
When the couple woke up in the morning, the four accused entered their room and killed the 
couple by suffocating them with pillows, police said.
It was the footage of CCTV camera installed in the locality that helped police crack the case, the officials said.","['murder case', 'killing', 'parents', 'thursday', 'audit', 'society',
 'unemployed youths', '
elderly man', 'guru teg bahadur nagar', 'time', 'officials', 'media', 'terrace', 'arrest', 'wednesday', 'conspiracy', 'ludhiana police commissioner kaustubh sharma', 'harmeet singh', 'room', 'school', 'son', 'monthly pocket money', 'officer', 'other associates', 'case', 'pillows', 'footage', 'cctv camera', 'wife shushpinder kaur', 'lakh', 'day', 'accomplice balwinder alias raju', 'accomplices', 'vikas', 'harmeet', 'deal', 'police', 'sunil', 'morning', 'tuesday night', 'house', 'weaker section', 'home', 'locality', 'wife', 'vikas gill', 'people', 'balwinder', 'square yard houses', 'sunil masih', 'indian air force', 'couple', 'crime', 'police commissioner', 'bhupinder singh']",Ludhiana,30.88415432,75.83255239,23:47:00,05-24-2022,murder
13," The Ludhiana rural police, on Monday night, arrested a man and a woman in a case of rape of her niece.
The 20-year-old complainant told cops, “I have been living with my maternal uncle since 2019.
 On June 4, a neighbour handed over her house keys to my maternal aunt around 9am and said
 she would return by 6pm. Around 11am, when I was home with my aunt, she told me that the 
neighbour had called them to do household chores. She took me along. But there was no one at neighbours’ house.
 My aunt gave me water and pushed me into a room.”
There, a man was sitting. “The man raped me. Later, my aunt came in and the two threatened to kill my
 family if I spoke about it,” she added.
Police booked the accused under sections 376 (rape) and 120 B (criminal conspiracy) of the IPC and arrested them","['maternal uncle', 'aunt', 'house keys', 'family', 'ipc', 'monday night',
 'household chores', 'room', 'criminal conspiracy', 'maternal aunt', 
'water', 'rape', 'man', 'neighbours', 'rural police', 'cops', 'case',
 'woman', 'one', 'niece', 'b', 'police', 'neighbour', 'old complainant', 
'june', 'year', 'house', 'sections', 'ludhiana']",Ludhiana,30.88415432,75.83255239,10:23:00,06-15-2022,rape
14,"A man allegedly assaulted his father, till he died, at Lakha village of Jagraon in Ludhiana district late Monday. 
Police registered an FIR against the man Tuesday late after getting to know that the father died.
A quarrel broke out between father and his son after the latter was playing loud music on the woofers. 
The father asked him to stop as it was too late but the son attacked him with a wooden log.
The accused was identified as Karam Singh, 25, and the victim was identified as Jagroop Singh, 50.
 Police arrested the accused and registered an FIR on the basis of the statement of the 
victim’s son Davinder Singh.Davinder stated that Karam used to fight with their 
father on petty issues. “Around 9.30 pm, Karam was playing loud music using woofers. 
Since it was the time for everyone to sleep, my father asked Karam to 
stop playing the music and sleep. But Karam refused and it triggered a spat,” said Davinder.","['ludhiana district', 'time', 'quarrel', 'wooden log', 'karam singh',
 'jagroop singh', 'sleep', 'petty issues', 'davinder', 'latter', 'son', 
'man', 'late monday', 'woofers', 'father', 'jagraon', 'fir', 'spat', 
'son davinder singh', 'victim', 'police', 'statement', 'pm', 'lakha village',
 'music', 'everyone', 'loud music', 'karam', 'man tuesday', 'basis']",Ludhiana,30.88415432,75.83255239,08:57:00,07-14-2022,murder
15,"The Nurmahal Police today raided the house of a widow in Mohalla Rungrra
 in Nurmahal and recovered six grams of
heroin, 290 intoxicant tablets and drug money of Rs 1, 41, 340/- 
from her possession.SP(D) Sarabjit Singh Bahia while confirming it told this
correspondent on Wednesday Evening that the arrested drug smuggler was identified as 
Sandeep Kaur widow of Late Satnam Singh.SP told that on a tip off the police party 
headed by DSP Nakodar Harjinder Singh raided the house recovered the intoxicant
s and drugs money andarrested the accused woman.
 case under section 21B, 22B IPC and NDPS act has been registered 
against the woman drugssmuggler who would be produced before 
judicial magistrate tomorrow.Several others 
disclosures are being expected from the accused during furtherinterrogation, said SP Bahia.
Bahia said that In another case the Mehatpur police today arrested a proclaimed 
offender identified as Veer Singh resident of village
Vehra near Mehatpur who was declared PO by the court 
on July 11 in a drug peddling case.
SP said in a third case the Shahkot Police today succeeded in nabbing a P.O. 
identified as Jasbir Singh@ Cherry resident of Village Balocha
near Mehatpur who was declared PO by Hon.Court on June 1 in a drugs case.","['section', 'wednesday evening', 'woman drugssmuggler', 'p.o.', 'disclosures', 'widow', 'drug smuggler', 'mohalla rungrra', 'po', 'court', 'third case', 'judicial magistrate tomorrow', 'drugs money', 'intoxicant tablets', 'ipc', 'village', 'late satnam singh', 'hon . court', 'sarabjit singh bahia', 'nurmahal police today', 'drug money', 'shahkot police today', 'drugs case', 'dsp nakodar harjinder singh', 'woman', 'case', 'heroin', 'sp(d', 'vehra', 'veer singh resident', 'drug peddling case', 'sp', 'bahia', 'correspondent', 'grams', 'village balocha', 'furtherinterrogation', 'june', 'tip', 'ndps act', 'sandeep kaur widow', 'mehatpur police today', 'house', 'sp bahia', 'july', 'possession', 'offender', 'nurmahal', 'jasbir singh@ cherry resident', 'several others', 'police party', 'rs', 'mehatpur']",phagwara,31.21911079,75.78339879,18:51:00,03-08-2022,drug smuggling
16,"Close on the heels of getting recovered big-hauls of heroin from ports of Gujarat and Maharashtra, 
Punjab Police have arrested an interstate drug smuggler, who was wanted by the
 ATS Gujarat in 126Kg heroin case, said Director General of Police (DGP) 
Punjab Gaurav Yadav here on Thursday.The arrested accused identified as Rajbir Singh,
 resident of  Shaheed Udham Singh Nagar, Tarn Taran Road, Amritsar was into drug-peddling 
from long time and had been living discreetly in a rented house in Chheharta area to evade arrest.","['ports', 'tarn taran road', 'thursday', 'shaheed udham singh nagar', 'peddling', 'dgp', 'hauls', 'arrest', 'amritsar', 'resident', 'rajbir singh', 'maharashtra', 'long time', 'interstate drug smuggler', 'heroin', 'director general', 'drug', 'heels', 'police', 'punjab gaurav yadav', 'punjab police', 'house', 'heroin case', 'ats gujarat', 'gujarat', 'chheharta area']",amritsar,31.64024797,74.84230804,16:00:23,07-28-2022,drug smuggling
17,"Punjab Police on Monday arrested a ‘big fish’ international smuggler identified as Harpreet Singh alias Happy,
 a resident of village Chawinda Kalan in Amritsar for his role in the smuggling of 40Kg heroin-consignment, 
which was recovered at Indo-Pak Border.Director General of Police (DGP) Punjab Dinkar Gupta said that the 
police have also recovered 1Kg heroin from the possession of Happy, who was arrested by the Amritsar 
Commissionerate Police from village Chheharta in Amritsar. Police have also impounded his Splendor Motorcycle","['big fish', 'harpreet singh alias happy', 'dgp', 'pak border', 'amritsar', 'resident', 'village chheharta', 'role', 'heroin', 'director general', 'international smuggler', 'smuggling', 'village chawinda kalan', 'commissionerate police', 'police', 'monday', 'happy', 'punjab police', 'splendor motorcycle', 'punjab dinkar gupta', 'possession', 'consignment', 'indo']",amritsar,31.64024797,74.84230804,17:23:45,09-30-2021,drug smuggling
18,"The brief facts of the case are that the mother of the victim stated that on 09.07.2021 
she was at her home along with her daughter. At about 11:45 am she went to the washroom and 
when she returned she found that her daughter was not at home. She went round to search her.
 She went to the house of her neighbour Karamjit Singh  where she found that Karamjit Singh 
 Kamma was in a room alongwith her minor daughter. Her daughter was weeping and disclosed to 
her about the wrong deed what Karamjit Singh  had committed. The accused Karamjit Singh 
 fled away. On her statement the above said case was registered by SI Kamaldeep Kaur and the
 medical examination of the minor victim had got conducted from Civil Hospital","['minor daughter', '09.07.2021', 'mother', 'wrong deed', 'room', 'medical examination', 'case', 'victim', 'daughter', 'karamjit singh', 'statement', 'washroom', 'si kamaldeep kaur', 'house', 'minor victim', 'home', 'kamma', 'brief facts', 'neighbour karamjit singh', 'civil hospital']",Ludhiana,30.88415432,75.83255239,11:45:00,07-20-2022,rape
19,"ragically, a young man from Kerala who was travelling by skateboard from Kanyakumari to Kashmir died in a truck collision in Haryana. Anas Hajas, 31, was travelling from Pinjore in Panchkula to Nalagarh in Himachal Pradesh when he was struck by a speeding truck at 7:30 in the morning.Ram Karan, who is an investigation officer at Pinjore police station, said, “He was on his skateboard when a truck hit him from the back and fled the spot. Some locals, however, noted the vehicle’s registration number and informed the police. Hajas was taken to the neighbouring Kalka Government Hospital where doctors declared him brought dead.”While digging into more, it has been stated that Hajas, who was a native of Venjaramoodu in Thiruvananthapuram, had started on the 3511-km-long expedition on May 29. Hajas claimed to be only 600 kilometres from Kashmir in a video released on social media on July 30 by a local village association. ","['speeding truck', 'pinjore', 'km', 'thiruvananthapuram', 'panchkula', 'morning', 'locals', 'kerala', 'anas hajas', 'long expedition', 'social media', 'kalka government hospital', 'haryana', 'spot', 'vehicle', 'truck', 'ram karan', 'police', 'venjaramoodu', 'skateboard', 'kanyakumari', 'kashmir', 'young man', 'pinjore police station', 'hajas', 'local village association', 'back', 'may', 'july', 'truck collision', 'doctors', 'nalagarh', 'himachal pradesh', 'video', 'native', 'kilometres', 'registration number', 'investigation officer']",haryana,29.12991034,76.12198365,07:30:00,05-23-2022,murder
20,"A man was arrested in Haryana on Wednesday for allegedly abusing and beating health workers for administering a Covid vaccine dose to his daughter who was brought to the immunisation centre by her mother, police said.
In a complaint to the police, health worker Nirmal Yadav said that on Friday she along with some Asha and Anganwadi workers had administered a vaccine jab to the girl at the immunisation centre in Nihalgarh village when her father, Harun, reached there and created a ruckus.
""The girl was vaccinated after her mother's consent. But Harun not only abused us but also thrashed and threatened to kill us if we entered the village again. We somehow escaped,"" she said in her complaint.
Based on the complaint, an FIR was registered against the accused under IPC sections 186 (obstructing public servant in discharge of public function), 353 (assault or criminal force to deter public servant), 332 (voluntarily causing hurt to deter public servant from his duty), 506 (criminal intimidation) and 294 (abusing), the police said.
Harun was arrested on Wednesday. During questioning he confessed to his crime, said Arvind Kumar, the SHO of Sadar, Tauru police station.","['girl', 'consent', 'complaint', 'daughter', 'ipc sections', 'wednesday', 'criminal force', 'hurt', 'health worker nirmal yadav', 'public function', 'father', 'assault', 'tauru police station', 'duty', 'vaccine', 'mother', 'sadar', 'nihalgarh village', 'public servant', 'asha', 'health workers', 'crime', 'immunisation centre', 'criminal intimidation', 'anganwadi workers', 'ruckus', 'discharge', 'village', 'harun', 'fir', 'arvind kumar', 'sho', 'friday', 'police', 'covid vaccine', 'man', 'haryana']",Nuh,28.10152214,76.99302071,17:06:00,03-08-2022,Abuse
21," Two street hawkers were arrested on Saturday in Tankri village for allegedly killing a 45-year-old man and setting his body on fire to destroy evidence, police said in Haryana's Rewari.
The dead person was identified as Raju, a resident of Hathras in Uttar Pradesh.In its investigation, police found that the two accused had taken ₹ 30,000 from Raju for procuring a bride for his second marriage, and later killed him.Raju's half-burnt body was found in a room on Friday morning.A case was registered in this regard at Bawal Police Station.The accused arrested were identified as Ankit (22) and Ajay (20), both natives of Firozabad district in Uttar Pradesh.Bawal DSP Rajesh Chechi said that both accused used to work as street vendors while Ajay had earlier worked in a private company in Bawal.They got in touch with Raju, knowing that his wife had died around one-and-a-half years ago, with an offer of arranging his second marriage to a woman in Haryana and took ₹ 30,000 in advance, he said.Raju had come to Rewari along with his 16-year-old daughter five days ago and was staying in Jaliyawas in Bawal in a rented accommodation, he said.""On Thursday afternoon both accused took Raju to Tankri village to meet his bride. They were first roaming around and at sunset, came to a room and lit a bonfire,"" said Mr Chechi.""Just then one of them hit Raju with a stone on his head causing him to faint. They then hit him several times with the stone, set his body on fire, and fled the scene,"" said Mr Chechi.","friday morning', 'half years', 'resident', 'saturday', 'second marriage', 'days', 'ankit', 'several times', 'regard', 'thursday afternoon', 'body', 'dead person', 'sunset', 'bonfire', 'offer', 'hathras', 'head', 'evidence', 'rewari', 'raju', 'scene', 'case', 'natives', 'wife', 'tankri village', 'firozabad district', 'bawal dsp rajesh chechi', 'rented accommodation', 'stone', 'old daughter', 'bawal', 'ajay', 'investigation', 'fire', 'private company', 'uttar pradesh', 'year', 'jaliyawas', 'touch', 'street hawkers', '₹', 'police', 'old man', 'bawal police station', 'mr chechi', 'street vendors', 'bride', 'haryana', 'room', 'woman', 'advance']",Rewari,28.19245219,76.61988922,10:24:00,01-29-2022,Murder
22,"A 29-year-old man from Uttar Pradesh who had been accused of sexually assaulting a boy and had his hand chopped off in a case of alleged religious hate crime in Haryana has been acquitted of charges against him.
Relatives of Ikhlaq Salmani had claimed that his hand was chopped by some local men in Panipat allegedly after they saw a religious tattoo '786' on his hand.He had travelled to Panipat to look for a job in September 2020.The police had registered a First Information Report or FIR on Ikhlaq's complaint.However, a second FIR was filed on the same day by the men who allegedly attacked Ikhlaq, accusing him of ""sodomising"" a young boy in their family in August and claiming that he hurt himself when he fell on railway tracks nearby while he was fleeing.The court has acquitted Ikhlaq of the charges against him under the strict law involving child sex abuse and has raised doubts about the prosecution's account.
It noted that the sexual assault charges had not been ""corroborated by any medical evidence, which runs rather contrary to the assertions made by the victim"".
""This court is of the view that because of the inconsistencies, contradictions and the improbabilities in the testimonies of the victim, his father and uncle (complainant), the presumptions have been rebutted. Consequently, it is held that the testimony of the victim, his father and uncle is not sufficient and cannot become the sole basis to convict the accused,"" it said.
It also questioned the delay in filing the complaint about the alleged sexual assault - which the accusers had tried to explain by saying ""they were searching themselves for the accused"".""Complainant has himself stated in his complaint that the accused disclosed his name and address to him before fleeing from the spot. Why they did not immediately report the matter to the police and what is need to search for the accused on their own part?"" the court asked.
""A doubt is created upon the story of the prosecution, as the delay has not been satisfactory explained by the complainant. In fact, the entire version of the prosecution is improbable and has remained uncorroborated and unexplained in many aspects,"" the court said.","['charges', 'testimony', 'religious tattoo', 'hand', 'old man', 'complaint', 'doubts', 'testimonies', 'medical evidence', 'sole basis', 'strict law', 'inconsistencies', 'ikhlaq salmani', 'relatives', 'boy', 'police', 'court', 'first information report', 'september', 'ikhlaq', 'sexual assault charges', 'contradictions', 'delay', 'account', 'uncle', 'haryana', 'august', 'year', 'prosecution', 'family', 'father', 'religious hate crime', 'job', 'young boy', 'sexual assault', 'victim', 'child sex abuse', 'improbabilities', 'panipat', 'complainant', 'uttar pradesh', 'assertions', 'view', 'second fir', 'men', 'local men', 'case', 'same day', 'accusers', 'railway tracks', 'presumptions', 'fir']",Chandigarh,30.73242948,76.78113452,23.43.00,05-24-2022,Sexual assault
23," A 58-year-old man allegedly killed his daughter-in-law and three members of his tenant's family, including a child, in the early hours of Tuesday in Haryana's Gurgaon district and surrendered himself, police said.
Preliminary investigations suggest that the man suspected his daughter-in-law and the tenant of having an affair, they said.
The accused, Rao Rai Singh, a former Army man, allegedly attacked his daughter-in-law Sunita, tenant Krishan Kumar and his wife and two kids with a sharp-edged weapon around 2:30 am, the police said.
The incident took place in the Rajendra Park police station area, and the accused surrendered himself before the police and confessed, they said.
""Four dead bodies were recovered from the upper portion of the house. Prima facie, it appears that they were killed using a sharp weapon. The accused has been rounded up,"" Deputy Commissioner of Police (West Gurgaon) Deepak Saharan told reporters.He said the second child of the tenant, a girl aged around three, was found injured at the spot and admitted to a hospital, where she is undergoing treatment.
Rao Rai Singh had suspicions that his daughter-in-law and his tenant were in a relationship, a police official said.However, the DCP said the cause of the crime was yet to be ascertained.
Police have been deployed in large numbers in the area, while senior officials and forensic experts visited the crime scene, Saharan said.The case is being investigated, he added.","['rajendra park police station area', 'deputy commissioner', 'spot', 'crime scene', 'law', 'law sunita', 'tuesday', 'old man', 'place', 'tenant krishan kumar', 'tenant', 'large numbers', 'hospital', 'cause', 'suspicions', 'members', 'police', 'preliminary investigations', 'gurgaon district', 'police official', 'saharan', 'dead bodies', 'prima facie', 'haryana', 'senior officials', 'incident', 'rao rai singh', 'relationship', 'area', 'year', 'man', 'house', 'weapon', 'family', 'deepak saharan', 'former army man', 'crime', 'wife', 'upper portion', 'kids', 'affair', 'sharp weapon', 'treatment', 'west gurgaon', 'forensic experts', 'second child', 'girl', 'reporters', 'child', 'case', 'dcp', 'daughter', 'early hours']",Gurgaon,28.38499336,76.9228559,14:55:00,08-24-2021,Murder
